ROLE,TRANSACTIONCODE,ZDATE,AUTHORIZATIONOBJECT,AUTHORIZATIONFIELD,AUTHORIZATIONVALUE,TYPID,TCDTYPID,ROLETYPID
ZX_MMMDM,ME11,202508,V_KOND_VEA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,V_KOND_VEA,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,V_KONH_EKO,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,V_KONH_EKO,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,V_KONH_EKO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,V_KONH_VKS,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,V_KONH_VKS,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,V_KONH_VKS,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME11,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_EINF_EKG,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_EINF_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_EINF_EKO,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_EINF_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_EINF_WRK,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_EINF_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KOND_VEA,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KOND_VEA,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KOND_VEA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KONH_EKO,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KONH_EKO,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KONH_EKO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KONH_VKS,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KONH_VKS,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,V_KONH_VKS,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME12,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_EINF_EKG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_EINF_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_EINF_EKO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_EINF_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_EINF_WRK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_EINF_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,V_KOND_VEA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,V_KONH_EKO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,V_KONH_VKS,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME13,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_EINF_EKG,ACTVT,06,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_EINF_EKO,ACTVT,06,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_EINF_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_EINF_WRK,ACTVT,06,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_EINF_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME15,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_EINF_EKG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_EINF_EKG,ACTVT,06,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_EINF_EKO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_EINF_EKO,ACTVT,06,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_EINF_WRK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_EINF_WRK,ACTVT,06,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME16,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,B_BUPA_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,B_BUPA_RLT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,C_PSCVP_DB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_BEST_BSA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_BEST_EKG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_BEST_EKO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_BEST_WRK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_EINF_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_EINF_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ME23N,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BANF_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BANF_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_BSA,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_BSA,ACTVT,75,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_BSA,ACTVT,76,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKG,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKG,ACTVT,75,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKG,ACTVT,76,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKO,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKO,ACTVT,75,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKO,ACTVT,76,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_WRK,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_WRK,ACTVT,75,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_WRK,ACTVT,76,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,ML81N,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM01,202508,DRF_ADM,ACTVT,03,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,DRF_ADM,ACTVT,06,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,DRF_ADM,ACTVT,23,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,DRF_ADM,ACTVT,66,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,DRF_ADM,ACTVT,94,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,F_FAGL_LDR,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,K_PCA_MD,ACTVT,03,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_BUK,ACTVT,01,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_LGN,ACTVT,01,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_MAN,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_MAR,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_MAT,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_MEX,ACTVT,01,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_MZP,ACTVT,01,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_STA,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_VKO,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_WGR,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM01,202508,M_MATE_WRK,ACTVT,01,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,DRF_ADM,ACTVT,03,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,DRF_ADM,ACTVT,06,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,DRF_ADM,ACTVT,23,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,DRF_ADM,ACTVT,66,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,DRF_ADM,ACTVT,94,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,F_FAGL_LDR,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,K_PCA_MD,ACTVT,03,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_BUK,ACTVT,02,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_LGN,ACTVT,02,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_MAN,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_MAR,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_MAT,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_MEX,ACTVT,02,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_MZP,ACTVT,02,GC Core Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_STA,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_VKO,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_WGR,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM02,202508,M_MATE_WRK,ACTVT,02,GD Self-Service Use,GC Core Use,GB Advanced Use
ZX_MMMDM,MM03,202508,C_DRAD_OBJ,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,C_KLAH_BKL,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,F_FAGL_LDR,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,K_KEKO,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,K_PCA_MD,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_BUK,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_LGN,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_MAN,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_MAR,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_MAT,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_MEX,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_MZP,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_STA,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_VKO,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_WGR,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MM03,202508,M_MATE_WRK,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MMBE,202508,M_BEST_WRK,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MMBE,202508,M_MATE_WRK,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MMBE,202508,M_MRES_BWA,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZX_MMMDM,MMBE,202508,M_MRES_WWA,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
