ROLE,TRANSACTIONCODE,ZDATE,AUTHORIZATIONOBJECT,AUTHORIZATIONFIELD,AUTHORIZATIONVALUE,TYPID,TCDTYPID,ROLETYPID
Z:TEST_K,SU01,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_K,SU01,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
Z:TEST_KKK,SU01,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_PUN,SU01,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SE16N,202508,S_TABU_NAM,ACTVT,*,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU01_YSH,SU01,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IC,SU01,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_SU_IN01,SU01,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,PFUD,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,PFUD,202508,S_USER_GRP,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,PFUD,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,PFUD,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01_NAV,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01_NAV,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01_NAV,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01_NAV,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01_NAV,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01_NAV,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU01_NAV,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_SECPOL,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_AGR,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_PRO,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_PRO,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU10,202508,S_USER_SAS,ACTVT,22,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU21,202508,S_DEVELOP,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU21,202508,S_DEVELOP,ACTVT,02,GC Core Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU21,202508,S_DEVELOP,ACTVT,06,GC Core Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SUGR,202508,S_USER_GRP,ACTVT,01,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SUGR,202508,S_USER_GRP,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SUGR,202508,S_USER_GRP,ACTVT,06,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SUGR,202508,S_USER_GRP,ACTVT,78,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZBC_TEST1,SU_VCUSRVARCOM_CHAN,202508,S_TABU_NAM,ACTVT,02,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,F_ACES_DST,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,F_ACES_PER,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,F_ACES_PER,ACTVT,30,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,F_BKPF_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,F_BKPF_BUK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,ACEPOSTINGRUN,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_BKPF_BUK,ACTVT,02,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_BKPF_BUK,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_BKPF_KOA,ACTVT,02,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_BKPF_KOA,ACTVT,03,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_BNKA_BUK,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,F.13,202508,V_KNA1_VKO,ACTVT,F4,GD Self-Service Use,GD Self-Service Use,GB Advanced Use
ZM_FI_T001,FB01,202508,A_CFG_CMP,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,B_BUPA_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,B_BUPA_RLT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,C_PSCVP_DB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BEB,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BEB,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BEB,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BEB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BED,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BED,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BEK,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BEK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BES,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BLA,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_GSB,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BKPF_KOA,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BNKA_MAN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BNKA_MAO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_BUAC_PST,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_FAGL_LDR,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_FAGL_LDR,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_FAGL_SEG,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_FAGL_SEG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_FIGM_GNT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,F_MANDATE,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
